0.7853981633974483 0.0261721529770309 8.983323011013677e-05 1.189109979371494e-07 8.323919331587604e-11 3.574918139293004e-14
0.3926990816987241 0.006454542799563923 5.532041861711079e-06 1.82873738374667e-09 3.196332087895826e-13 0
0.1963495408493621 0.001608189083974976 3.444828213794437e-07 2.846145541468559e-11 9.992007221626409e-16 6.661338147750939e-16
0.09817477042468103 0.000401708154965208 2.151041200715298e-08 4.443112544549876e-13 3.33066907387547e-16 2.220446049250313e-16
0.04908738521234052 0.0001004058641833616 1.344092392940865e-09 6.217248937900877e-15 4.440892098500626e-16 2.220446049250313e-16
0.02454369260617026 2.510014295120655e-05 8.400113937767628e-11 4.440892098500626e-16 2.220446049250313e-16 6.661338147750939e-16
0.01227184630308513 6.27495304916792e-06 5.25002263884744e-12 1.110223024625157e-15 0 3.33066907387547e-16
0.006135923151542565 1.568733094314823e-06 3.284039706841213e-13 1.332267629550188e-15 1.110223024625157e-15 4.440892098500626e-16
0.003067961575771282 3.92182950337272e-07 1.909583602355269e-14 2.664535259100376e-15 1.110223024625157e-16 2.220446049250313e-16
0.001533980787885641 9.80457171007032e-08 1.77635683940025e-15 1.665334536937735e-15 1.665334536937735e-15 3.774758283725532e-15
0.0007669903939428206 2.451143021886537e-08 2.220446049250313e-16 1.554312234475219e-15 3.219646771412954e-15 2.220446049250313e-15
0.0003834951969714103 6.127856666537923e-09 1.998401444325282e-15 5.218048215738236e-15 1.443289932012704e-15 8.881784197001252e-16
0.0001917475984857051 1.53196144658807e-09 2.220446049250313e-16 1.554312234475219e-15 2.442490654175344e-15 1.554312234475219e-15
9.587379924285257e-05 3.829931927157304e-10 2.886579864025407e-15 3.774758283725532e-15 3.885780586188048e-15 2.331468351712829e-15
4.793689962142629e-05 9.573875026092082e-11 1.4210854715202e-14 3.552713678800501e-15 1.754152378907747e-14 0
